ID	GENE_SYMBOL	ENSEMBL_ID
(+)E1A_r60_1		
(+)E1A_r60_3		
(+)E1A_r60_a104		
(+)E1A_r60_a107		
(+)E1A_r60_a135		
(+)E1A_r60_a20		
(+)E1A_r60_a22		
(+)E1A_r60_a97		
(+)E1A_r60_n11		
(+)E1A_r60_n9		
(-)3xSLv1		
A_24_P944444	MAPKBP1	ENST00000514566
A_24_P944458	INSIG2	ENST00000471186
A_24_P944588	ZNF682	ENST00000341262
A_24_P944616	HP1BP3	ENST00000375003
A_24_P944640	EPB41L5	ENST00000452780
A_24_P944741	LRP2BP	ENST00000328559
A_24_P944756	NECAB1	ENST00000417640
A_24_P944827	ATG7	ENST00000354449
A_24_P944964	GP5	ENST00000401815
A_24_P944973	EYS	ENST00000370618
A_24_P944991	SREK1IP1	ENST00000513458
A_24_P945000	SKA2	ENST00000330137
A_24_P945059	MYCT1	ENST00000367245
A_24_P945096	CACNA1I	ENST00000336649
A_24_P945113	ACVRL1	ENST00000550683
A_24_P945147	RABEP1	ENST00000262477
A_24_P945181	RBM15B	ENST00000323686
A_24_P945194	PDCD6IP	ENST00000307296
A_24_P945228	CYP4V2	ENST00000507209
A_24_P945283	DLG3	ENST00000542398
A_24_P945293	CHMP3	
A_24_P945312	PAPOLB	ENST00000404991
A_24_P94651	ARIH2	ENST00000356401
A_24_P95029	TAX1BP1	
A_24_P95038	PPIA	ENST00000415933
A_24_P95154	TUSC3	ENST00000508446
A_24_P95439	CARS	
A_24_P95723	KIAA0125	
A_24_P95822	NPTN	
A_24_P96234	QTRT1	ENST00000250237
A_24_P96403	RUNX1	ENST00000344691
A_24_P96474	LDOC1L	ENST00000341255
A_24_P96593	EVI5	ENST00000540033
A_24_P9671	DNAJA1	ENST00000495015
A_24_P96762	TRNAU1AP	ENST00000373830
A_24_P96780	CENPF	ENST00000391896
A_24_P96897	SYT6	ENST00000393296
A_24_P96961	SPSB1	ENST00000328089
A_24_P97001	PRPF38A	ENST00000257181
A_24_P97145	KIDINS220	ENST00000473731
A_24_P97197	CTDSP1	ENST00000491064
A_24_P97342	PROK2	ENST00000353065
A_24_P97374	EOMES	ENST00000535713
A_24_P97405	CCRL2	ENST00000400880
A_24_P97526	CMTM6	ENST00000205636
A_24_P97687	HTR1A	ENST00000323865
A_24_P97770	ERGIC1	ENST00000519796
A_24_P97825	CCDC69	ENST00000518189
A_24_P97836	RAD17	
A_24_P97931	CSNK2B	ENST00000493079
A_24_P98006	MCHR2	ENST00000281806
A_24_P98047	SLC16A10	
A_24_P98086	GNA12	ENST00000396960
A_24_P98109	SNX10	
A_24_P98161	KRIT1	
A_24_P98249	TACC1	ENST00000443388
A_24_P98251	VPS13B	ENST00000395996
A_24_P98263	EBAG9	ENST00000530629
A_24_P98277	GOLGA7	ENST00000523420
A_24_P9833	PRDM11	ENST00000530656
A_24_P98385	RNF20	ENST00000389120
A_24_P98411	HSPA5	ENST00000324460
A_24_P98524	PPP3CB	ENST00000394823
A_24_P98555	FAM45A	ENST00000448258
A_24_P98613	TSPAN14	ENST00000265450
A_24_P98762	PPP2R1B	ENST00000527614
A_24_P9883	DKFZp761E198	
A_24_P98914	PFKM	
A_24_P98975	ANKRD13A	ENST00000261738
A_24_P99046	STK38L	ENST00000389032
A_24_P99066	RNF17	ENST00000487529
A_24_P99071	IPO5	ENST00000468620
A_24_P99090	CKAP2	ENST00000398044
A_24_P99175	ZDHHC22	ENST00000319374
A_24_P99216	LRP10	ENST00000546834
A_24_P99639	NEK8	ENST00000268766
A_24_P99795	ISOC2	ENST00000085068
A_24_P99838	ZNF223	ENST00000434772
A_32_P100109	REPS2	ENST00000357277
A_32_P100258	FLJ37453	
A_32_P100430	LOC100128737	
A_32_P100439	C7orf41	ENST00000324489
A_32_P100641	LOC100128139	
A_32_P100683	TTC28	ENST00000397906
A_32_P100830	KIF19	ENST00000389916
A_32_P10100		
A_32_P101031	LYPD1	ENST00000397463
A_32_P101301	USP39	ENST00000459775
A_32_P10133	PRINS	ENST00000443921
A_32_P101352	CXorf65	ENST00000438526
A_32_P101570	LOC100616668	
A_32_P101689	FAM3C	ENST00000359943
A_32_P101699	LOC729887	
A_32_P101779	SEC14L3	ENST00000215812
A_32_P101844		
A_32_P101860		
A_32_P101917	LOC400550	
A_32_P102062	FOXO3	ENST00000540258
A_32_P102252		
A_32_P102519	LOC541473	ENST00000275590
A_32_P10272	PMS2L2	
A_32_P102935	SPDYA	ENST00000467226
A_32_P103291	SMYD3	ENST00000490322
A_32_P103614	LOC100128511	ENST00000417845
A_32_P103633	MCM2	ENST00000543142
A_32_P103669	GOLGA6C	
A_32_P103695	FAM92A1	ENST00000341186
A_32_P103837	FAM60A	ENST00000337682
A_32_P103945	B4GALT4	ENST00000480814
A_32_P10396	WDFY3	ENST00000295888
A_32_P104000	DCUN1D3	ENST00000324344
A_32_P104063	CRNDE	
A_32_P104432	LINC00087	
A_32_P104478	FGD6	ENST00000343958
A_32_P104518	LINC00476	
A_32_P104746	ZFYVE28	ENST00000290974
A_32_P104772		
A_32_P105083	FONG	ENST00000416668
A_32_P105195	DDX46	ENST00000452510
A_32_P105381	FAM47B	ENST00000329357
A_32_P105549	ANXA8L2	ENST00000344416
A_32_P105825	MPPED2	ENST00000528686
A_32_P106194	TMEM92	ENST00000300433
A_32_P106376	VGLL2	ENST00000326274
A_32_P106732	FANCM	ENST00000267430
A_32_P106933	BCAR4	
A_32_P107002	SNX29	ENST00000502626
A_32_P107029	NAPSA	ENST00000253719
A_32_P107282	CBY3	ENST00000376974
A_32_P107493	C16orf55	ENST00000301031
A_32_P107617	SFTPD	ENST00000372292
A_32_P107644	MIR137HG	
A_32_P107746	ENSA	
A_32_P107876	FRAS1	
A_32_P108107	DEFB119	ENST00000376315
A_32_P108156	MIR155HG	
A_32_P108254	FAM20A	ENST00000375556
A_32_P108474	ABCE1	ENST00000296577
A_32_P108655	AK4	ENST00000327299
A_32_P108826	ZBTB41	
A_32_P108870	PMP2	ENST00000256103
A_32_P108889	DCLK1	ENST00000399319
A_32_P109036	ZNF493	ENST00000355504
A_32_P10936	CDH12	ENST00000382254
A_32_P109522	ZUFSP	ENST00000368576
A_32_P109572	HNRNPL	ENST00000388750
A_32_P109604		ENST00000369381
A_32_P109683	PAGE2B	ENST00000374971
A_32_P109704	SFSWAP	ENST00000538548
A_32_P109794	STYX	ENST00000354586
A_32_P109876	PCLO	ENST00000431819
A_32_P109922	ZFAT	
A_32_P110016	LOC727869	ENST00000528717
A_32_P110243	RPS20P27	
A_32_P110390	TMEM171	ENST00000287773
A_32_P110472	IYD	ENST00000229447
A_32_P110655	LOC100129515	ENST00000427686
A_32_P110872	A2LD1	ENST00000455100
A_32_P11096	ZCCHC13	ENST00000339534
A_32_P111306	LINC00189	ENST00000431661
A_32_P111336	LOC100131283	
A_32_P111639	CHST9	ENST00000284224
A_32_P111996	MGC39584	ENST00000400767
A_32_P112279	CHTF8	ENST00000306585
A_32_P11230	LOC399744	
A_32_P112493	PKDCC	ENST00000480099
A_32_P112592	LOC339524	ENST00000370548
A_32_P112623	FAM27E3	
A_32_P112752		ENST00000539178
A_32_P112881	SNX12	ENST00000374274
A_32_P112894	FAM76A	
A_32_P112910	UBL4B	ENST00000334179
A_32_P113066	LRAT	ENST00000510733
A_32_P113114	ZNF561	ENST00000354661
A_32_P113154		
A_32_P113436	HNRNPA1L2	ENST00000547870
A_32_P113508	ATG16L1	
A_32_P113566	BTBD9	
A_32_P113584	ZNF292	ENST00000369577
A_32_P113812		ENST00000425161
A_32_P114003	LOC100192378	
A_32_P114028	C10orf68	ENST00000375037
A_32_P114215	COMMD6	ENST00000483290
A_32_P114284	IKZF2	ENST00000457361
A_32_P11450	BMS1	ENST00000374518
A_32_P114574	CACYBP	ENST00000367679
A_32_P11471	FAU	ENST00000526555
A_32_P114726		
A_32_P114746	C1orf111	ENST00000367935
A_32_P114896	PTGES3	ENST00000552354
A_32_P115050	LOC646576	
A_32_P115130	MRPL41	ENST00000371443
A_32_P115375		
A_32_P115438	LOC100128239	
A_32_P115505	LTN1	ENST00000446611
A_32_P115558		
A_32_P116058	LINC00094	
A_32_P116206	RELL1	
A_32_P116271	WDFY3-AS2	
A_32_P116323	SMG1	
A_32_P116556	ZNF469	ENST00000437464
A_32_P116606	LIX1	ENST00000274382
A_32_P116660	RBM43	ENST00000331426
A_32_P116840	CTAGE5	
A_32_P116857	PDE11A	
A_32_P116989	ZCCHC18	
A_32_P117170	NAPEPLD	ENST00000341533
A_32_P1173	MB21D1	ENST00000370318
A_32_P117313	C8orf83	
A_32_P117354	LIMCH1	
A_32_P117422	PMS2P4	
A_32_P117464	MB21D2	ENST00000392452
A_32_P117693	FAM19A1	ENST00000496687
A_32_P117812		ENST00000378904
A_32_P118250	C14orf167	
A_32_P118258	RPL21	ENST00000483765
A_32_P118372	INTU	ENST00000510766
A_32_P118397	HEPACAM2	ENST00000394468
A_32_P118568	RFPL1-AS1	ENST00000461286
A_32_P118586	FAM116A	ENST00000311128
A_32_P118847	FLJ42709	
A_32_P11894	C12orf65	ENST00000543139
A_32_P119033	PLCXD3	ENST00000328457
A_32_P119197	TPM3	
A_32_P119248	FOXD4	
A_32_P119569	GOLGA8E	
A_32_P119616	ETFA	ENST00000267950
A_32_P120043	FAM26E	
A_32_P120127	LOC100169752	ENST00000431861
A_32_P120183		ENST00000435531
A_32_P120604	SNX29	ENST00000219090
A_32_P120638	INTS4	ENST00000525931
A_32_P120791	LOC727916	
A_32_P120895	LYSMD2	ENST00000454181
A_32_P12104	ANAPC1	ENST00000341068
A_32_P121085	DOK3	ENST00000312943
A_32_P121303	NUP50	ENST00000347635
A_32_P121834	IQCF1	ENST00000314534
A_32_P12202	FAM9C	ENST00000333995
A_32_P122226	AMDHD1	ENST00000548310
A_32_P122240		
A_32_P122402	LOC441455	
A_32_P122754	C9orf30	
A_32_P122793	MORC2-AS1	ENST00000422995
A_32_P122940	LOC642852	
A_32_P123088	TMED7-TICAM2	ENST00000514548
A_32_P123143	HCN1	ENST00000303230
A_32_P123255	ANKRD58	ENST00000343905
A_32_P12327	LOC643783	
A_32_P123514	PABPC4L	
A_32_P123629	TTC39C	ENST00000317571
A_32_P124245	OLIG3	ENST00000367734
A_32_P124708	ONECUT2	ENST00000262095
A_32_P124746	RHEB	
A_32_P125338	FAM43B	ENST00000332947
A_32_P125549		
A_32_P125771	RGS22	ENST00000517769
A_32_P12580	SMAD2	ENST00000402690
A_32_P125832	LOC100128893	
A_32_P12610	E2F6	
A_32_P126229	FLJ23152	
A_32_P126311	SLC38A9	ENST00000508124
A_32_P126375	NHS	ENST00000398097
A_32_P12639	PSMD12	
A_32_P126557	RGS6	
A_32_P126609	SMC5	ENST00000361138
A_32_P126698	EFCAB11	ENST00000555872
A_32_P126733	NOL4	
A_32_P127350	LINC00461	
A_32_P127805	C14orf48	
A_32_P128209	C5orf27	ENST00000436592
A_32_P128258	SIGLECP3	
A_32_P128310	CDKAL1	ENST00000378624
A_32_P128391	LOC728431	ENST00000424989
A_32_P128656	MID1	
A_32_P128701	USP53	ENST00000450251
A_32_P129120	FAM182A	ENST00000246000
A_32_P129214	LINC00320	ENST00000452561
A_32_P129288	RAB1B	ENST00000314965
A_32_P129419	NARG2	ENST00000261520
A_32_P129527	C6orf70	ENST00000477995
A_32_P129540	LOC728739	
A_32_P129669	FRMPD3	ENST00000439554
A_32_P129752	TMEM30B	ENST00000355702
A_32_P129862	KCNK10	
A_32_P129894	MEGF9	ENST00000373930
A_32_P12994	LOC440900	ENST00000412690
A_32_P129950	NHLRC3	ENST00000537150
A_32_P129968	ZNF284	
A_32_P130265	ZC3H11A	ENST00000495527
A_32_P130577		
A_32_P130630	SLC16A7	
A_32_P130788	SAMD13	ENST00000370673
A_32_P131031	MACC1	ENST00000332878
A_32_P131050	ZNF148	ENST00000360647
A_32_P13113	FAM71C	ENST00000324341
A_32_P131143	CECR5-AS1	ENST00000431923
A_32_P131367	RNF13	ENST00000467996
A_32_P13151	ANKRD20A9P	ENST00000431621
A_32_P131640	SLITRK4	ENST00000338017
A_32_P132317	GPR155	ENST00000392552
A_32_P132396	LOC100125556	ENST00000486431
A_32_P132438	AKAP1	ENST00000481416
A_32_P132477		
A_32_P132589	ZYG11A	ENST00000371528
A_32_P132860	UNQ6494	
A_32_P133005	DCAF10	ENST00000242323
A_32_P133072	SPON1	ENST00000533633
A_32_P133090		
A_32_P133244	PARN	ENST00000437198
A_32_P133395		ENST00000442411
A_32_P133518		
A_32_P133670	ANP32A	ENST00000358235
A_32_P133767	C12orf42	ENST00000551134
A_32_P133840	TMCC2	ENST00000358024
A_32_P133884	TUSC1	ENST00000358022
A_32_P133916	BNC2	
A_32_P134007	XKR4	ENST00000543752
A_32_P134209	ACVR2B	
A_32_P134290	ZCCHC2	ENST00000269499
A_32_P134968	SPTB	ENST00000335612
A_32_P135091	RBM41	ENST00000372479
A_32_P135243	MTHFD1L	ENST00000412301
A_32_P135336	LOC388242	ENST00000549950
A_32_P135348	TANC1	ENST00000454300
A_32_P135517	LOC100506105	
A_32_P135818	RPS3A	ENST00000382175
A_32_P135902	EIF4A1	ENST00000545933
A_32_P136351	SLITRK1	ENST00000377084
A_32_P136402	THOC7	ENST00000469153
A_32_P137035	TRIM27	ENST00000495323
A_32_P137266	EFCAB7	ENST00000461039
A_32_P137399	C14orf33	ENST00000335142
A_32_P13756	IQCF6	ENST00000398780
A_32_P137783		ENST00000436605
A_32_P137920	RSPH4A	ENST00000368580
A_32_P137939	ACTB	ENST00000462494
A_32_P13795	DNAJC27	ENST00000264711
A_32_P137966	DEPDC4	ENST00000549341
A_32_P137980	PCDH11Y	
A_32_P138004	FAM45A	ENST00000546291
A_32_P138032	C1orf61	ENST00000464238
A_32_P138042	LOC100652805	
A_32_P1381	HMGN2	
A_32_P138396	LOC100131176	
A_32_P138617	KIAA2018	ENST00000316407
A_32_P138628	LOC284933	ENST00000467207
A_32_P139229	ZNF543	ENST00000321545
A_32_P139738	HERC2P4	
A_32_P139894	ABL2	
A_32_P140030	FOXN4	ENST00000299162
A_32_P140139	F13A1	ENST00000264870
A_32_P140489	GDF6	ENST00000287020
A_32_P140706	PMS2	ENST00000338780
A_32_P140898	FOXN2	ENST00000340553
A_32_P141238	ANO2	ENST00000543568
A_32_P141262	CNOT7	ENST00000519954
A_32_P141418	ARMC4	ENST00000545014
A_32_P141488		
A_32_P141612	ORC4	
A_32_P141682	EVPLL	ENST00000399134
A_32_P141724	COMMD7	ENST00000474815
A_32_P141768	AGPAT4	ENST00000320285
A_32_P141923	NACA2	ENST00000521764
A_32_P141969	NTRK3	ENST00000394480
A_32_P142028	HNRNPC	
A_32_P142128	BMS1P1	ENST00000445221
A_32_P142440	PCSK9	ENST00000490692
A_32_P142652		
A_32_P142700	C22orf15	ENST00000336186
A_32_P142779	IMP5	ENST00000329196
A_32_P142818	DLX1	ENST00000361725
A_32_P142881	SMG1	
A_32_P143000	FAM189A1	ENST00000261275
A_32_P143048	ZFYVE9	ENST00000357206
A_32_P143880	MEMO1	ENST00000426310
A_32_P144220		ENST00000430664
A_32_P144342	PARP4	ENST00000381989
A_32_P144421	ZNF518B	ENST00000326756
A_32_P1445	PTPN2	ENST00000353319
A_32_P14457		ENST00000555157
A_32_P144596	TNKS	ENST00000310430
A_32_P144908	ZNF254	
A_32_P144920	NECAP1	ENST00000545179
A_32_P145010		
A_32_P145051		
A_32_P145153	RPL31	ENST00000456292
A_32_P14582	C3P1	ENST00000495140
A_32_P145867	OCM2	ENST00000416608
A_32_P14610	PDLIM5	ENST00000317968
A_32_P146113	C6orf81	ENST00000471400
A_32_P146659	LOC401431	
A_32_P147078	SLC8A1	
A_32_P14721	DNAH12	ENST00000344804
A_32_P14744	RPS15A	
A_32_P14762	OOEP	ENST00000370363
A_32_P147622	MCF2L-AS1	
A_32_P148122		ENST00000390265
A_32_P148275	SPIC	ENST00000299272
A_32_P148345	ANXA2	
A_32_P14843	NPIPL2	ENST00000429990
A_32_P148476		
A_32_P14850	NPIPL2	ENST00000429990
A_32_P148538	LPPR4	ENST00000457765
A_32_P148672	SNRPD1	ENST00000300413
A_32_P148710	CFL1	ENST00000308162
A_32_P148726	MGC21881	
A_32_P148745	VWDE	ENST00000452576
A_32_P148796	UBXN2B	ENST00000399598
A_32_P148824	C1orf27	ENST00000367470
A_32_P14894	RPS10	ENST00000494077
A_32_P149060	C21orf71	
A_32_P149174	C6orf226	ENST00000408925
A_32_P149251	DNAJC18	ENST00000302060
A_32_P149298	KIAA1841	ENST00000453873
A_32_P149432	EIF4A1	ENST00000545933
A_32_P149435	PTCHD1	
A_32_P149492	NBPF11	
A_32_P149536	SUMO2	ENST00000449327
A_32_P149546	CROCC	ENST00000467715
A_32_P150030	PPM1D	ENST00000392995
A_32_P150086	ANKRD20A5P	
A_32_P150142	DKFZp434L192	
A_32_P150300		ENST00000432195
A_32_P150391	C17orf100	ENST00000391428
A_32_P150632	ANXA11	ENST00000372234
A_32_P150645		
A_32_P150735		
A_32_P150856	LOC407835	ENST00000471777
A_32_P150876	LOC339290	
A_32_P150891	DIAPH3	ENST00000453990
A_32_P151263	SLC2A4	ENST00000317370
A_32_P151366	SIRT5	
A_32_P151544	KRT18	ENST00000548496
A_32_P151782		
A_32_P151800	FAM72D	ENST00000341209
A_32_P151823		ENST00000521369
A_32_P151875	ZNF398	ENST00000426851
A_32_P151933	FECH	
A_32_P152195	STAC2	ENST00000333461
A_32_P152204	IQCF3	ENST00000456080
A_32_P152437	AKAP12	ENST00000402676
A_32_P152696		
A_32_P152767	C10orf140	ENST00000449193
A_32_P153071	VIPR2	ENST00000262178
A_32_P15320	EEF1A1	ENST00000488500
A_32_P1533	LOC202181	
A_32_P153388	GULP1	ENST00000409927
A_32_P153725	KIAA1033	ENST00000550053
A_32_P153773	CACNA1B	ENST00000371372
A_32_P153812	TMEM132B	
A_32_P153892	TAF3	
A_32_P153979		
A_32_P154021	ST8SIA3	ENST00000324000
A_32_P154053	ATG9B	ENST00000397266
A_32_P15421	RNF185	
A_32_P154223	LOC100505683	ENST00000442440
A_32_P154342	SLCO4C1	ENST00000310954
A_32_P154473	KIF5C	ENST00000435030
A_32_P154830	OSTM1	ENST00000492130
A_32_P155091	ATXN2L	
A_32_P15512	C1orf194	ENST00000460065
A_32_P155247	FTL	ENST00000544072
A_32_P155364	RPL7	ENST00000352983
A_32_P155416	ERI3	ENST00000495828
A_32_P15544	PRIMA1	ENST00000393140
A_32_P155460	LINC00162	ENST00000422199
A_32_P155506	UBE2E2	ENST00000425792
A_32_P155631	SDHD	ENST00000375549
A_32_P155666	ECEL1	ENST00000409941
A_32_P155776	POTEKP	
A_32_P155811	CD2AP	ENST00000359314
A_32_P155826	LOC158572	
A_32_P156373		ENST00000513644
A_32_P156851	RCAN2	ENST00000371374
A_32_P156892	ST13	ENST00000455824
A_32_P156963	ACTG1	ENST00000331925
A_32_P15706		
A_32_P157208	LOC572558	
A_32_P157213		
A_32_P157391	FOLH1B	
A_32_P157481	ERCC4	ENST00000311895
A_32_P157927		ENST00000390243
A_32_P157945	DSP	ENST00000418664
A_32_P157965	EIF2S2	ENST00000439671
A_32_P15799	HMGN2	ENST00000361427
A_32_P158083	LHFPL3	ENST00000535008
A_32_P158302	LOC401397	
A_32_P158355	ALG1L	ENST00000532875
A_32_P158746	RPL17	
A_32_P158786	C12orf56	ENST00000333722
A_32_P158966	KLRF1	ENST00000535631
A_32_P159192		ENST00000390247
A_32_P159234	KIAA1456	
A_32_P159334	RECQL	ENST00000444129
A_32_P159400	UBR5	ENST00000517465
A_32_P159445	IQSEC2	ENST00000375365
A_32_P159535		
A_32_P15958	ZNF295-AS1	ENST00000412906
A_32_P159612	ACCN1	ENST00000359872
A_32_P159651	KAT2B	ENST00000263754
A_32_P160045	TCTEX1D1	ENST00000282670
A_32_P16007	POTEB	ENST00000435397
A_32_P16053	LOC284801	
A_32_P160561	DOK6	ENST00000382713
A_32_P160563	OPCML	ENST00000524381
A_32_P160883	NEDD4	ENST00000338963
A_32_P160896	FTMT	ENST00000321339
A_32_P160972	C6orf115	ENST00000367660
A_32_P161033		ENST00000433980
A_32_P161166		
A_32_P161751	FLJ33534	
A_32_P161762	RUNX2	ENST00000478660
A_32_P161913	C1orf70	
A_32_P161994	LOC255411	ENST00000548054
A_32_P162004	RPL29	ENST00000458386
A_32_P162150	TAB3	ENST00000378930
A_32_P162187	C2	ENST00000546818
A_32_P162192	LINC00221	
A_32_P162250	ARHGAP18	ENST00000275189
A_32_P162374	C18orf54	ENST00000300091
A_32_P16258	EXOC6B	ENST00000272427
A_32_P163089	C12orf75	ENST00000548472
A_32_P163125	SGMS1	ENST00000361781
A_32_P163147	VSIG1	ENST00000217957
A_32_P16315	TUBB8	ENST00000328974
A_32_P163169	VDAC1	ENST00000489906
A_32_P163247	CD8A	
A_32_P163458	SPDYE3	
A_32_P163533	ZNF322	
A_32_P163739	KIAA1257	ENST00000510149
A_32_P163805	LINC00301	ENST00000320202
A_32_P163858	SCD	ENST00000370355
A_32_P164246	FOXQ1	ENST00000296839
A_32_P164593	ZMAT4	ENST00000297737
A_32_P16489	MRPL35	ENST00000467840
A_32_P165113	WDR92	ENST00000406334
A_32_P165116	WDR92	ENST00000406334
A_32_P165340	SRP9	ENST00000366839
A_32_P165933	IQCF2	ENST00000429548
A_32_P165974	GRM7	ENST00000357716
A_32_P166693	HEG1	ENST00000311127
A_32_P167076	CAPN14	ENST00000444918
A_32_P167122	RCOR3	ENST00000367005
A_32_P167239	AFAP1L1	ENST00000296721
A_32_P167396		ENST00000456333
A_32_P167471	CLMN	
A_32_P167705	AGBL2	ENST00000357610
A_32_P167791	ST13	ENST00000401032
A_32_P167904	ZNF681	ENST00000402377
A_32_P168247	COX6A1	ENST00000549525
A_32_P168349	C6orf25	
A_32_P168442	HOTAIR	
A_32_P168464	CASK	ENST00000318588
A_32_P16854	ANAPC13	ENST00000508755
A_32_P168886	EIF4H	ENST00000353999
A_32_P169114	GRIN2A	ENST00000396573
A_32_P169131	ALG1	
A_32_P169179	MSX2P1	
A_32_P16918	C21orf62	ENST00000536776
A_32_P169406	LOC400043	
A_32_P169505	KIAA2022	ENST00000055682
A_32_P169574	OTUD5	
A_32_P169735	TTC8	ENST00000343648
A_32_P170003	TRAF3IP1	ENST00000391993
A_32_P1701	POLA1	ENST00000379068
A_32_P170397	LOC100289090	ENST00000309874
A_32_P170444	SUB1	ENST00000265073
A_32_P170481	LOC100240735	ENST00000377548
A_32_P170547	CT45A5	ENST00000491480
A_32_P170621	CASC2	
A_32_P170749	STAG3	
A_32_P170925	TXNRD3	
A_32_P171061	ASCL2	ENST00000331289
A_32_P171181	NBPF10	
A_32_P1712	RNASE2	ENST00000304625
A_32_P171313	GNB4	
A_32_P171328	UBE2S	ENST00000264552
A_32_P172141	CDON	
A_32_P172848	GK	
A_32_P172864	FAM102B	ENST00000483371
A_32_P172882	FLJ41350	
A_32_P173058	TMEM41B	ENST00000528080
A_32_P173114	LOC729444	ENST00000454636
A_32_P173298	SF3B3	ENST00000310750
A_32_P173662	CRISP2	
A_32_P174025	SELV	ENST00000335426
A_32_P174083	CYCS	
A_32_P174164	LOC441601	
A_32_P174365	SATB2	ENST00000260926
A_32_P174572	HTR7P1	ENST00000535469
A_32_P174693	LOC729059	ENST00000440767
A_32_P174908	WAPAL	ENST00000372076
A_32_P175301	DENND3	ENST00000262585
A_32_P175349		ENST00000374945
A_32_P175539	RCN2	ENST00000394885
A_32_P175715	MEIG1	ENST00000378240
A_32_P175739	HK2	ENST00000290573
A_32_P175934	CD48	ENST00000368046
A_32_P176018	ACTL8	ENST00000375406
A_32_P17635	SRSF8	
A_32_P176550	JMY	ENST00000282259
A_32_P176594	KIAA1614	ENST00000483705
A_32_P176911	LINC00239	ENST00000556973
A_32_P177024	SBDS	ENST00000414306
A_32_P177040	SPDYE5	
A_32_P177097	ZNF557	ENST00000252840
A_32_P177539	IRX6	ENST00000290552
A_32_P177955	LOC441461	ENST00000529965
A_32_P178499	C16orf86	ENST00000459925
A_32_P178758	LY86-AS1	ENST00000429345
A_32_P178800	ITGA2	ENST00000296585
A_32_P178945	YOD1	ENST00000367084
A_32_P178966	TMEM170B	ENST00000379426
A_32_P179138	GUCY1A3	
A_32_P179676	TOB2	ENST00000327492
A_32_P179740	ATXN7L1	ENST00000419735
A_32_P179746		
A_32_P179837	RNF151	ENST00000321392
A_32_P179998	DMRTC1	ENST00000373529
A_32_P180210	FAM35A	ENST00000497389
A_32_P180265		
A_32_P180315	C9orf174	
A_32_P180741	TNK2	ENST00000430929
A_32_P180958	PCYOX1	ENST00000433351
A_32_P180971	LOC728323	ENST00000444990
A_32_P181020	DOM3Z	ENST00000474587
A_32_P181077	DOCK8	ENST00000495184
A_32_P181103	GGCX	ENST00000233838
A_32_P181222	KCNMA1	
A_32_P181297	ST7-AS1	ENST00000456775
A_32_P181527	C8orf85	ENST00000378279
A_32_P18159	LYRM7	ENST00000379380
A_32_P181638	BVES	ENST00000314641
A_32_P182156	ZNF511	ENST00000463816
A_32_P182299	C1orf168	ENST00000493000
A_32_P182388	ZNF77	ENST00000314531
A_32_P182394	ZNF77	ENST00000314531
A_32_P182439	POLD3	ENST00000263681
A_32_P182473	ZNF625	
A_32_P18250	FUNDC2P2	ENST00000331369
A_32_P182511	KIAA1609	ENST00000343629
A_32_P18258	TALDO1	ENST00000319006
A_32_P182662	AIDA	ENST00000541237
A_32_P182812	SLC6A4	ENST00000394821
A_32_P182941	RPS3	ENST00000531810
A_32_P183218	ZNF367	ENST00000375256
A_32_P183367	CELF4	
A_32_P183442		
A_32_P183598		
A_32_P183609	ASB1	ENST00000264607
A_32_P183765	ERBB4	ENST00000342788
A_32_P183904	SHF	ENST00000458022
A_32_P183918	MGC39372	
A_32_P183970	C15orf62	ENST00000344320
A_32_P184168	LOC441052	
A_32_P184279	CCDC6	ENST00000263102
A_32_P184367	RPL10	ENST00000482732
A_32_P184394	TFEC	ENST00000320239
A_32_P18440	ARID5B	ENST00000279873
A_32_P184464	ROPN1	ENST00000405845
A_32_P184488	PHLDB3	ENST00000292140
A_32_P184518	RPL21	ENST00000493317
A_32_P18470	TCEAL5	ENST00000372680
A_32_P184727	KPNB1	
A_32_P184796	RPLP0	ENST00000547173
A_32_P18493		
A_32_P185317	LOC645249	ENST00000480284
A_32_P18547	YBEY	ENST00000397694
A_32_P185481		
A_32_P185628		
A_32_P185637	COL20A1	ENST00000479501
A_32_P186027	ANP32A	ENST00000409628
A_32_P186138	LOC100130890	ENST00000452647
A_32_P186226	IPO7	ENST00000379719
A_32_P186474	RACGAP1	ENST00000454520
A_32_P186731	ISM1	ENST00000262487
A_32_P186981	RPL17	
A_32_P187571	SCN2B	ENST00000278947
A_32_P187599	SERBP1	
A_32_P187617	TDRD3	ENST00000471710
A_32_P187663	ZNF596	ENST00000320552
A_32_P187704	SNTG1	ENST00000521574
A_32_P18824	BRD7	ENST00000394688
A_32_P188825	TDRD12	ENST00000421545
A_32_P188860	IL17RD	ENST00000296318
A_32_P189204	GAS2L3	ENST00000266754
A_32_P189211	C15orf56	ENST00000319503
A_32_P189413	CTXN3	ENST00000379445
A_32_P189592	USHBP1	ENST00000252597
A_32_P189781	C14orf34	
A_32_P189790	DKFZp779M0652	ENST00000378779
A_32_P19000	LOC100131096	
A_32_P190049	LRRC58	ENST00000295628
A_32_P190151	FAM86DP	ENST00000478666
A_32_P190303	LONRF2	ENST00000393437
A_32_P190416	MAP7	
A_32_P190461		
A_32_P190488		
A_32_P190769	C1QTNF7	ENST00000429690
A_32_P190944	ACVR1C	
A_32_P190951		ENST00000390622
A_32_P191004	ATAD2B	ENST00000238789
